page_no,preceding_text,link_text,link_destination,link_domain,is_jade_link,is_sublink
363,"411, 423; see also R v Swan (2020)269 CLR 663;",[2020]HCA 11).,https://eresources.hcourt.gov.au/showCase/2020/HCA/11,hcourt,FALSE,FALSE
376,"[411], [423]; see also R v Swan (2020)269 CLR 663;",[2020]HCA,https://eresources.hcourt.gov.au/showCase/2020/HCA/11,hcourt,FALSE,FALSE
376,[423]; see also R v Swan (2020)269 CLR 663; [2020]HCA,11).,https://eresources.hcourt.gov.au/showCase/2020/HCA/11,hcourt,FALSE,FALSE
390,"411, 423; see also R v Swan (2020)269 CLR 663;",[2020]HCA 11).,https://www.hcourt.gov.au/sites/default/files/eresources/2020/HCA/11.pdf,hcourt,FALSE,FALSE
410,R v F; ex parte A-G [2004]1 Qd R 162;,[2003]QCA 70,https://archive.sclqld.org.au/qjudgment/2003/QCA03-070.pdf,sclqld,FALSE,FALSE
410,at [33]-[34]; R v Hawke (2016)259 A Crim R 114;,[2016]QCA 144,https://archive.sclqld.org.au/qjudgment/2016/QCA16-144.pdf,sclqld,FALSE,FALSE
410,[58]-[59]); • “counsel”(see R v Georgiou(2002)131 A Crim R 150;,[2002]QCA 206,https://archive.sclqld.org.au/qjudgment/2002/QCA02-206.pdf,sclqld,FALSE,FALSE
410,at [78]-[79]); and • “aid”(see R v Sherrington & Kuchler,[2001]QCA 105,https://archive.sclqld.org.au/qjudgment/2001/QCA01-105.pdf,sclqld,FALSE,FALSE
410,was explained in R v Georgiou(2002)131 A Crim R 150;,[2002]QCA 206,https://archive.sclqld.org.au/qjudgment/2002/QCA02-206.pdf,sclqld,FALSE,FALSE
410,Court of Appeal in R v Morant (2020)5 QR 1;,[2020]QCA 135.,https://archive.sclqld.org.au/qjudgment/2020/QCA20-135.pdf,sclqld,FALSE,FALSE
415,"force, proof of intent is required. See R v Chong","[2012]QCA 265,",https://archive.sclqld.org.au/qjudgment/2012/QCA12-265.pdf,sclqld,FALSE,FALSE
416,v Morrow [1991]2 Qd R 309 and R v Chen,[1997]QCA 355,https://archive.sclqld.org.au/qjudgment/1997/QCA97-355.pdf,sclqld,FALSE,FALSE
419,"R 64, [90], [93]-[95]. See also Zaburoni v The Queen",[2016]HCA 12;,https://eresources.hcourt.gov.au/downloadPdf/2016/HCA/12,hcourt,FALSE,FALSE
425,execution of his or her duties. In R v Reynhoudt,[1962]HCA 23;,https://eresources.hcourt.gov.au/showbyHandle/1/9350,hcourt,FALSE,FALSE
429,"R 64, [90], [93]-[95]. See also Zaburoni v The Queen",[2016]HCA 12;,https://eresources.hcourt.gov.au/downloadPdf/2016/HCA/12,hcourt,FALSE,FALSE
449,a stupefying thing. In R v Arnold; Ex parte A-G,[2002]QCA 357,https://www.sclqld.org.au/caselaw/48219,sclqld,False,False
464,driving was dangerous to the public. In R v Kuruvinakunnel,"[2012]QCA 330,",http://archive.sclqld.org.au/qjudgment/2012/QCA12-330.pdf,sclqld,FALSE,FALSE
465,"[2009]1 Qd R 476, [15]; see also R v Grimaldi",[2011]QCA 114).,http://archive.sclqld.org.au/qjudgment/2011/QCA11-114.pdf,sclqld,FALSE,FALSE
465,"mistake of fact in s 24, see R v Plath","[2003]QCA 567,",http://archive.sclqld.org.au/qjudgment/2003/QCA03-567.pdf,sclqld,FALSE,FALSE
465,"R v Plath [2003]QCA 567, [7] and R v Perham",[2016]QCA,http://archive.sclqld.org.au/qjudgment/2016/QCA16-123.pdf,sclqld,FALSE,FALSE
465,"v Plath [2003]QCA 567, [7] and R v Perham [2016]QCA","123,",http://archive.sclqld.org.au/qjudgment/2016/QCA16-123.pdf,sclqld,FALSE,FALSE
484,"case. For a case involving therapeutic treatment, see R v",BAS [2005] QCA 97.,http://archive.sclqld.org.au/qjudgment/2005/QCA05-097.pdf,sclqld,FALSE,FALSE
484,in Sexual Offending Post-September 2024. Indecency In R v Jones,"[2011]QCA 19,",http://archive.sclqld.org.au/qjudgment/2011/QCA11-019.pdf,sclqld,FALSE,FALSE
485,not required in that particular case. In R v McCallum,"[2013]QCA 254,",http://archive.sclqld.org.au/qjudgment/2013/QCA13-254.pdf,sclqld,FALSE,FALSE
485,an element of the offence(at [31]-[40]). In R v McGrady,"[2020]QCA 192,",https://archive.sclqld.org.au/qjudgment/2020/QCA20-192.pdf,sclqld,FALSE,FALSE
488,also the reasoning for analogous provisions in R v Addley,"[2018]QCA 125,",https://advance-lexis-com.ezproxy-az.sclqld.org.au/document/onecase/?pdmfid=1201008&crid=fc9ac081-030d-428f-a18f-09184595b47d&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn%3AcontentItem%3A5SM9-G441-F1WF-M2G8-00000-00&pdcontentcomponentid=267708&pdteaserkey=cr2&pdicsfeatureid=1517127&pditab=allpods&ecomp=hctpk&earg=cr2&prid=3b8415b2-7479-4be0-a425-f59030f2e5b6,sclqld,False,False
514,"Campbell [2009]QCA 128, [55]-[57], endorsing observations in R v Shew","[1998]QCA 333,",https://archive.sclqld.org.au/qjudgment/1998/QCA98-333.pdf,sclqld,False,False
530,the observations in R v Georgiou(2002)132 A Crim R 150;,"[2002]QCA 206,",https://archive.sclqld.org.au/qjudgment/2002/QCA02-206.pdf,sclqld,FALSE,FALSE
531,essential to the meaning of ‘indecency’: see R v Schneiders,[2007]QCA 210.,http://archive.sclqld.org.au/qjudgment/2007/QCA07-210.pdf,sclqld,FALSE,FALSE
532,in R v Little (2013)231 A Crim R 145; [2013],"QCA 223,",https://archive.sclqld.org.au/qjudgment/2013/QCA13-223.pdf,sclqld,False,False
563,the observations in R v Georgiou(2002)132 A Crim R 150;,"[2002]QCA 206,",https://archive.sclqld.org.au/qjudgment/2002/QCA02-206.pdf,sclqld,FALSE,FALSE
589,any of the three occasions necessary. In R v Bradfield,[2012]QCA,http://archive.sclqld.org.au/qjudgment/2012/QCA12-337.pdf,sclqld,FALSE,FALSE
589,of the three occasions necessary. In R v Bradfield [2012]QCA,"337,",http://archive.sclqld.org.au/qjudgment/2012/QCA12-337.pdf,sclqld,FALSE,FALSE
589,High Court in HML v The Queen (2008)235 CLR 334;,[2008]HCA 16,https://www.hcourt.gov.au/sites/default/files/eresources/2008/HCA/16.pdf,hcourt,FALSE,FALSE
642,"albeit in respect of different legislation, include R v HXY","[2017]QSC 108,",https://archive.sclqld.org.au/qjudgment/2017/QSC17-108.pdf,sclqld,FALSE,FALSE
642,"legislation, include R v HXY [2017]QSC 108, R v HBT",[2018]QCA 227,https://archive.sclqld.org.au/qjudgment/2018/QCA18-227.pdf,sclqld,FALSE,FALSE
642,[2018]QCA 227 and R v JAA [2019]3 Qd R 242;,[2018]QCA,https://archive.sclqld.org.au/qjudgment/2018/QCA18-365.pdf,sclqld,FALSE,FALSE
642,227 and R v JAA [2019]3 Qd R 242; [2018]QCA,365,https://archive.sclqld.org.au/qjudgment/2018/QCA18-365.pdf,sclqld,FALSE,FALSE
643,The discussion in R v Addley [2019]2 Qd R 46;,"[2018]QCA 125,",https://archive.sclqld.org.au/qjudgment/2018/QCA18-125.pdf,sclqld,FALSE,FALSE
654,"albeit in respect of different legislation, include R v HXY","[2017]QSC 108,",https://archive.sclqld.org.au/qjudgment/2017/QSC17-108.pdf,sclqld,FALSE,FALSE
654,"legislation, include R v HXY [2017]QSC 108, R v HBT",[2018]QCA 227,https://archive.sclqld.org.au/qjudgment/2018/QCA18-227.pdf,sclqld,FALSE,FALSE
654,[2018]QCA 227 and R v JAA [2019]3 Qd R 242;,[2018]QCA,https://archive.sclqld.org.au/qjudgment/2018/QCA18-365.pdf,sclqld,FALSE,FALSE
654,227 and R v JAA [2019]3 Qd R 242; [2018]QCA,365,https://archive.sclqld.org.au/qjudgment/2018/QCA18-365.pdf,sclqld,FALSE,FALSE
655,The discussion in R v Addley [2019]2 Qd R 46;,"[2018]QCA 125,",https://archive.sclqld.org.au/qjudgment/2018/QCA18-125.pdf,sclqld,False,False
672,"Qd R 672, [25](Williams JA); see also R v East","[2008]QCA 325,",https://archive.sclqld.org.au/qjudgment/2008/QCA08-325.pdf,sclqld,FALSE,FALSE
693,unlawfully. Set fire to the property In R v Joinbee,[2013]QCA 246;,http://archive.sclqld.org.au/qjudgment/2013/QCA13-246.pdf,sclqld,FALSE,FALSE
694,[1981]Qd R 209; R v T [1997]1 Qd R 623;,[1996]QCA 258.,https://archive.sclqld.org.au/qjudgment/1996/QCA96-258.pdf,sclqld,FALSE,FALSE
694,the defendant’s state of mind may be required(R v Eustance,"[2009]QCA 28,",http://archive.sclqld.org.au/qjudgment/2009/QCA09-028.pdf,sclqld,FALSE,FALSE
694,"v Eustance [2009]QCA 28, [18]). See also R v Cormack",[2013]QCA 342.,http://archive.sclqld.org.au/qjudgment/2013/QCA13-342.pdf,sclqld,FALSE,FALSE
697,[1981]Qd R 209; R v T [1997]1 Qd R 623;,[1996]QCA 258.,https://archive.sclqld.org.au/qjudgment/1996/QCA96-258.pdf,sclqld,False,False
706,the standards of an ordinary person. In R v Lyons,"[2021]QCA 136,",https://jvl.sclqld.org.au/caselaw/QCA/2021/136,sclqld,False,False
725,vehicle is not an element of the offence(R v C,"[2001]QCA 387,",https://archive.sclqld.org.au/qjudgment/2001/QCA01-387.pdf,sclqld,FALSE,FALSE
731,a dangerous drug or dangerous drugs(see R v Tabe [2003],"QCA 356,",http://archive.sclqld.org.au/qjudgment/2003/QCA03-356.pdf,sclqld,FALSE,FALSE
734,"Martin v Osborne (1936)55 CLR 367, 376; R v Kelly","[2005]QCA 103,",http://archive.sclqld.org.au/qjudgment/2005/QCA05-103.pdf,sclqld,FALSE,FALSE
737,may possibly be instituted(R v Beckett (2015) 256 CLR 305;,[2015]HCA 38).,https://eresources.hcourt.gov.au/showCase/2015/HCA/38,hcourt,FALSE,FALSE
737,"JJ)). See also R v Murphy (1985)158 CLR 596, 618;",[1985]HCA 50.,https://eresources.hcourt.gov.au/showbyHandle/1/11654,hcourt,FALSE,FALSE
737,High Court in Meissner v The Queen (1995)184 CLR 132;,"[1995]HCA 41,",https://eresources.hcourt.gov.au/showbyHandle/1/9647,hcourt,False,False
740,was in fact true(at [284]). In Mulhall v R [2016],"NTSC 25,",https://supremecourt.nt.gov.au/__data/assets/pdf_file/0009/766161/NTSC-25-BLO1606-Mulhall-v-The-Queen-5-May.doc.pdf,nt,FALSE,FALSE
742,(Prime Infrastructure (DBCT) Management Pty Ltd v Vero Insurance Limited,"[2005]QCA 369,",http://archive.sclqld.org.au/qjudgment/2005/QCA05-369.pdf,sclqld,False,False
750,McPherson J in R v Bennett [2000]2 Qd R 174;,[1998]QCA 393.,http://archive.sclqld.org.au/qjudgment/1998/QCA98-393.pdf,sclqld,FALSE,FALSE
751,circumstances of the case(R v Bennett [2000]2 Qd R 174;,[1998]QCA,http://archive.sclqld.org.au/qjudgment/1998/QCA98-393.pdf,sclqld,FALSE,FALSE
751,of the case(R v Bennett [2000]2 Qd R 174; [1998]QCA,"393,",http://archive.sclqld.org.au/qjudgment/1998/QCA98-393.pdf,sclqld,False,False
756,R v Traino (1987)45 SASR 473; R v Scaffidi- Gennario,[2002] WASCA 46;,https://anzlaw.thomsonreuters.com/Document/I37d5c5a0899111e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
756,R v Millward [1985]1 All ER 859; R v Balan,(2006)QCA 463;,https://advance-lexis-com.ezproxy-az.sclqld.org.au/api/permalink/e07322c1-da01-48d3-a2d8-5474aafe1932/?context=1201008&identityprofileid=98NNDT55483,sclqld,FALSE,FALSE
756,ER 859; R v Balan (2006)QCA 463; R v Deemal,(2009)QCA 131;,https://advance-lexis-com.ezproxy-az.sclqld.org.au/api/permalink/07e298e6-6b9e-4750-8bf6-f163a41e3d9e/?context=1201008&identityprofileid=98NNDT55483,sclqld,FALSE,FALSE
780,"in BDO v The Queen (2023)277 CLR 518, 527 [20];","[2023]HCA 16,",https://www.hcourt.gov.au/sites/default/files/eresources/2023/HCA/16.pdf,hcourt,FALSE,FALSE
780,"Court in BDO v The Queen (2023)277 CLR 518, 527;",[2023]HCA 16,https://www.hcourt.gov.au/sites/default/files/eresources/2023/HCA/16.pdf,hcourt,FALSE,FALSE
780,"appeal in BDO v The Queen (2023)277 CLR 518, 534;",[2023]HCA 16,https://www.hcourt.gov.au/sites/default/files/eresources/2023/HCA/16.pdf,hcourt,FALSE,FALSE
786,"explained in Viro v The Queen (1978)141 CLR 88, 112;",[1978]HCA 9:,https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/1978/9.html,austlii,FALSE,FALSE
786,the crime which involves that intent’. In R v Middleton,"[2003]QCA 431,",http://archive.sclqld.org.au/qjudgment/2003/QCA03-431.pdf,sclqld,FALSE,FALSE
786,capacity being subsumed in that enquiry(see also R v Batchelor,[2003]QCA,http://archive.sclqld.org.au/qjudgment/2003/QCA03-246.pdf,sclqld,FALSE,FALSE
786,being subsumed in that enquiry(see also R v Batchelor [2003]QCA,246).,http://archive.sclqld.org.au/qjudgment/2003/QCA03-246.pdf,sclqld,FALSE,FALSE
786,v Lockwood; Ex parte Attorney-General (Qld). In R v Eustance,[2009]QCA,http://archive.sclqld.org.au/qjudgment/2009/QCA09-028.pdf,sclqld,False,False
789,and omissions’. In Ugle v The Queen (2002)211 CLR 171;,"[2002]HCA 25,",https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/25.pdf,hcourt,FALSE,FALSE
790,the defendant meant to hit the brake(see R v Ellis,"[2007]QCA 219,",http://archive.sclqld.org.au/qjudgment/2007/QCA07-219.pdf,sclqld,False,False
790,direction comes from Murray v The Queen (2002)211 CLR 193;,[2002]HCA,https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/26.pdf,hcourt,FALSE,FALSE
790,comes from Murray v The Queen (2002)211 CLR 193; [2002]HCA,"26,",https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/26.pdf,hcourt,FALSE,FALSE
797,174; see also Peters v The Queen (1998)192 CLR 493;,[1998]HCA 7).,https://www.hcourt.gov.au/sites/default/files/eresources/2025-10-16/HCA/Peters%20v%20R%20%28M6-97%29%20%5B1998%5D%20HCA%207.pdf,hcourt,FALSE,FALSE
797,"Williams [1988]1 Qd R 289, 295). In R v Mill","[2007]QCA 150,",http://archive.sclqld.org.au/qjudgment/2007/QCA07-150.pdf,sclqld,FALSE,FALSE
799,"(Qld) [1997]1 Qd R 333, 336). In R v Trieu","[2008]QCA 28,",http://archive.sclqld.org.au/qjudgment/2008/QCA08-028.pdf,sclqld,FALSE,FALSE
799,"in Stevens v The Queen (2005)227 CLR 319, 370, [160];",[2005]HCA 65;,https://www.hcourt.gov.au/sites/default/files/eresources/2005/HCA/65.pdf,hcourt,FALSE,FALSE
800,64; R v Coomer [2010]QCA 6. In R v Condon,"[2010]QCA 117,",http://archive.sclqld.org.au/qjudgment/2010/QCA10-117.pdf,sclqld,FALSE,FALSE
800,"was a misdirection. However, earlier decisions in R v Stuart",[2005]QCA 138,http://archive.sclqld.org.au/qjudgment/2005/QCA05-138.pdf,sclqld,FALSE,FALSE
800,in R v Stuart [2005]QCA 138 and R v Peachey,[2006]QCA 162(to,http://archive.sclqld.org.au/qjudgment/2006/QCA06-162.pdf,sclqld,FALSE,FALSE
800,suffice(‘injury of the kind in fact suffered’ (R v Stuart,"[2005]QCA 138,",http://archive.sclqld.org.au/qjudgment/2005/QCA05-138.pdf,sclqld,FALSE,FALSE
800,‘serious injuries similar to those actually incurred’ (R v Peachey,"[2006]QCA 162,",http://archive.sclqld.org.au/qjudgment/2006/QCA06-162.pdf,sclqld,FALSE,FALSE
800,approach was described as ‘arguably’ sufficient in R v Wardle,[2011]QCA 339.,http://archive.sclqld.org.au/qjudgment/2011/QCA11-339.pdf,sclqld,False,False
800,"In Irwin v The Queen (2018)262 CLR 626, 646 [51];","[2018]HCA 8,",https://www.hcourt.gov.au/sites/default/files/eresources/2018/HCA/8.pdf,hcourt,FALSE,FALSE
800,a direction. In Murray v The Queen (2002)211 CLR 193;,"[2002]HCA 26,",https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/26.pdf,hcourt,FALSE,FALSE
800,193; [2002]HCA 26(below)and Stevens v The Queen (2005)227 CLR 319;,[2005]HCA 65).,https://www.hcourt.gov.au/sites/default/files/eresources/2005/HCA/65.pdf,hcourt,FALSE,FALSE
805,"raises a mistake of fact ‘defence’, see R v Makary",[2018]QCA 258(per,https://archive.sclqld.org.au/qjudgment/2018/QCA18-258.pdf,sclqld,FALSE,FALSE
805,deciding whether the Crown has negatived the defence(R v Rope,"[2010]QCA 194,",https://archive.sclqld.org.au/qjudgment/2010/QCA10-194.pdf,sclqld,FALSE,FALSE
805,to whether the defendant’s mistaken belief was honest(R v O’Loughlin,"[2011]QCA 123,",http://archive.sclqld.org.au/qjudgment/2011/QCA11-123.pdf,sclqld,FALSE,FALSE
805,whether a reasonable person would have held it)(R v Julian,[1998]QCA 119;,https://archive.sclqld.org.au/qjudgment/1998/QCA98-119.pdf,sclqld,FALSE,FALSE
805,also extensive discussion of the authorities in R v Rope,[2010]QCA 194).,http://archive.sclqld.org.au/qjudgment/2010/QCA10-194.pdf,sclqld,FALSE,FALSE
808,v Makary [2019]2 Qd R 528(see also R v FAV,"[2019]QCA 299,",https://archive.sclqld.org.au/qjudgment/2019/QCA19-299.pdf,sclqld,FALSE,FALSE
808,"JA), [45]-[48](Mullins JA)(Henry J dissenting at [108]-[111]); R v Kellett","[2020]QCA 199,",https://archive.sclqld.org.au/qjudgment/2020/QCA20-199.pdf,sclqld,FALSE,FALSE
809,honest belief that the complainant was consenting(see R v O’Loughlin,"[2011]QCA 123,",http://archive.sclqld.org.au/qjudgment/2011/QCA11-123.pdf,sclqld,FALSE,FALSE
810,a reasonable person would have held it(see R v Julian,[1998]QCA 119;,https://archive.sclqld.org.au/qjudgment/1998/QCA98-119.pdf,sclqld,FALSE,FALSE
815,also cited with approval by McMurdo P in R v,"Cutts [2005] QCA 306,",http://www8.austlii.edu.au/cgi-bin/viewdoc/au/cases/qld/QCA/2005/306.html?query=,austlii,FALSE,FALSE
815,"McMurdo JA, all members of the Court in R v","Kalisa [2024]QCA 198,",https://plus.lexis.com/apac/document/documentlink/?pdmfid=1539278&crid=203fbd3a-aea5-4339-94ff-d09a86eb021e&pddocfullpath=%2Fshared%2Fdocument%2Fcases-au%2Furn:contentItem:6D8B-JTD3-MB3C-T278-00000-00&pdcontentcomponentid=267708&pdproductcontenttypeid=urn:pct:170&pdiskwicview=false&pdpinpoint=&prid=b4c3838a-5650-4e9a-802c-275c5c2ad1de&ecomp=7g_ck,lexis,FALSE,FALSE
816,"it. (R v Julian (1998)100 A Crim R 430, 434;",[1998]QCA 119;,https://archive.sclqld.org.au/qjudgment/1998/QCA98-119.pdf,sclqld,False,False
826,is true. In Taiapa v The Queen (2009)240 CLR 95;,"[2009]HCA 53,",https://www.hcourt.gov.au/sites/default/files/eresources/2009/HCA/53.pdf,hcourt,FALSE,FALSE
826,construed strictly. In Pickering v The Queen (2017)260 CLR 151;,"[2017]HCA 17,",https://www.hcourt.gov.au/sites/default/files/eresources/2017/HCA/17.pdf,hcourt,FALSE,FALSE
830,is true. In Taiapa v The Queen (2009)240 CLR 95;,"[2009]HCA 53,",https://www.hcourt.gov.au/sites/default/files/eresources/2009/HCA/53.pdf,hcourt,FALSE,FALSE
830,construed strictly. In Pickering v The Queen (2017)260 CLR 151;,"[2017]HCA 17,",https://www.hcourt.gov.au/sites/default/files/eresources/2017/HCA/17.pdf,hcourt,FALSE,FALSE
835,s 1 of the Criminal Code. In R v Bartram,"[2013]QCA 361,",https://archive.sclqld.org.au/qjudgment/2013/QCA13-361.pdf,sclqld,FALSE,FALSE
836,belief referred to by s 267. See R v Cuskelly,[2009]QCA 375,http://archive.sclqld.org.au/qjudgment/2009/QCA09-375.pdf,sclqld,FALSE,FALSE
844,the issue should be left to the jury’(R v DCE,"[2024]QCA 165,",https://archive.sclqld.org.au/qjudgment/2024/QCA24-165.pdf,sclqld,FALSE,FALSE
844,the word‘act’but does not also qualify the word‘insult’(R v DCE,"[2024]QCA 165,",https://archive.sclqld.org.au/qjudgment/2024/QCA24-165.pdf,sclqld,FALSE,FALSE
844,which could not amount to provocation: s 268(3)(R v DCE,"[2024]QCA 165,",https://archive.sclqld.org.au/qjudgment/2024/QCA24-165.pdf,sclqld,FALSE,FALSE
844,circumstances will include the characteristics of the defendant(R v DCE,"[2024]QCA 165,",https://archive.sclqld.org.au/qjudgment/2024/QCA24-165.pdf,sclqld,FALSE,FALSE
850,circumstances will include the characteristics of the defendant(R v DCE,"[2024]QCA 165,",https://archive.sclqld.org.au/qjudgment/2024/QCA24-165.pdf,sclqld,False,False
856,statement of the Court of Appeal in R v Dean,[2009]QCA 309,http://archive.sclqld.org.au/qjudgment/2009/QCA09-309.pdf,sclqld,FALSE,FALSE
857,98 A Crim R 589; [1998]QCA 41; R v Greenwood,"[2002]QCA 360,",http://archive.sclqld.org.au/qjudgment/2002/QCA02-360.pdf,sclqld,FALSE,FALSE
895,Interaction of defence with party provisions In R v Tracy,[2024]QCA 19,https://anzlaw.thomsonreuters.com/Document/Ic8d28070cf8611eea4f4c0c40afe197b/View/FullText.html?transitionType=UniqueDocItem&contextData=(sc.Default)&userEnteredCitation=R+v+Tracy+%5b2024%5d+QCA+19&comp=wlau,thomsonreuters,FALSE,FALSE
918,the border controlled drug(see s 300.5 and R v Douglas,"[2014]QCA 104,",http://archive.sclqld.org.au/qjudgment/2014/QCA14-104.pdf,sclqld,FALSE,FALSE
922,"was aiding its importation. Thus, in R v Pastor Pastor",[2024]QCA 194,https://anzlaw.thomsonreuters.com/Document/Icc9597108cf011efaf09a53406c15bac/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters,FALSE,FALSE
930,element that applies is ‘intention’ (see also R v Razak,"[2012]QCA 244,",http://archive.sclqld.org.au/qjudgment/2012/QCA12-244.pdf,sclqld,FALSE,FALSE
930,"v Razak [2012]QCA 244, R v Jufri; R v Nasir",[2012]QCA 248).,http://archive.sclqld.org.au/qjudgment/2012/QCA12-248.pdf,sclqld,FALSE,FALSE
930,of a particular passenger is not decisive (R v Razak,[2012]QCA,http://archive.sclqld.org.au/qjudgment/2012/QCA12-244.pdf,sclqld,FALSE,FALSE
930,a particular passenger is not decisive (R v Razak [2012]QCA,"244,",http://archive.sclqld.org.au/qjudgment/2012/QCA12-244.pdf,sclqld,FALSE,FALSE
930,"[2012]QCA 244, [22]). See also R v Jufri; Rv Nasir","[2012]QCA 248,",http://archive.sclqld.org.au/qjudgment/2012/QCA12-248.pdf,sclqld,FALSE,FALSE
